Unnamed: 0,Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years
2949,REG102950,23-12-2023,2023,Uttar Pradesh,Allahabad (UP-70),4W,SUV,Skoda,Petrol,BS6,1498,7,1
2950,REG102951,09-11-2018,2018,Punjab,Patiala (PB-11),3W,Tempo,TVS,Petrol,BS3,225,7,6
2951,REG102952,02-08-2024,2024,Karnataka,Mangalore (KA-19),3W,Auto Rickshaw,TVS,EV,BS6,0,7,0
2952,REG102953,19-08-2020,2020,Karnataka,Bangalore Central (KA-01),LCV,Mini Truck,Eicher,Diesel,BS6,2523,12,4
2953,REG102954,28-12-2021,2021,Kerala,Kochi (KL-07),2W,Moped,Bajaj,CNG,BS6,125,2,3
2954,REG102955,28-04-2023,2023,Gujarat,Surat (GJ-05),4W,Sedan,Kia,Petrol,BS6,800,8,1
2955,REG102956,18-02-2021,2021,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Suzuki,Petrol,BS6,400,2,3
2956,REG102957,20-03-2024,2024,Karnataka,Hubli (KA-25),2W,Motorcycle,Royal Enfield,Hybrid,BS6,100,2,0
2957,REG102958,30-07-2022,2022,Tamil Nadu,Madurai (TN-58),2W,Scooter,Hero,CNG,BS6,200,2,2
2958,REG102959,02-08-2023,2023,Kerala,Thiruvananthapuram (KL-01),2W,Moped,Ather,Petrol,BS6,0,2,1
2959,REG102960,14-11-2022,2022,Maharashtra,Aurangabad (MH-20),4W,SUV,Hyundai,Petrol,BS6,0,5,2
2960,REG102961,17-12-2023,2023,Delhi,Delhi North (DL-04),2W,Scooter,TVS,Petrol,BS6,0,2,1
2961,REG102962,06-02-2023,2023,Maharashtra,Aurangabad (MH-20),LCV,Mini Truck,Force Motors,Diesel,BS4,2523,15,1
2962,REG102963,31-03-2023,2023,Delhi,Delhi West (DL-08),2W,Moped,Royal Enfield,Petrol,BS6,100,2,1
2963,REG102964,04-11-2022,2022,Madhya Pradesh,Indore (MP-09),2W,Scooter,Suzuki,EV,BS6,0,2,2
2964,REG102965,17-02-2019,2019,Tamil Nadu,Trichy (TN-45),2W,Motorcycle,Ather,Petrol,BS4,0,2,5
2965,REG102966,29-04-2018,2018,Madhya Pradesh,Ujjain (MP-13),4W,Sedan,Skoda,EV,BS4,0,6,6
2966,REG102967,06-04-2020,2020,Gujarat,Surat (GJ-05),2W,Scooter,Suzuki,CNG,BS4,160,2,4
2967,REG102968,12-05-2022,2022,Uttar Pradesh,Kanpur (UP-78),2W,Scooter,Ather,EV,BS6,0,2,2
2968,REG102969,11-05-2022,2022,West Bengal,Durgapur (WB-40),2W,Moped,Ather,Petrol,BS6,0,2,2
2969,REG102970,15-10-2021,2021,Telangana,Karimnagar (TS-01),4W,SUV,Kia,Petrol,BS6,1197,8,3
2970,REG102971,12-01-2021,2021,Punjab,Ludhiana (PB-10),4W,SUV,Maruti Suzuki,Diesel,BS6,1598,6,3
2971,REG102972,19-11-2024,2024,Telangana,Khammam (TS-07),4W,SUV,Skoda,Petrol,BS6,800,6,0
2972,REG102973,19-02-2020,2020,Punjab,Jalandhar (PB-08),4W,MUV,Kia,Diesel,BS6,2179,8,4
2973,REG102974,30-10-2020,2020,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Ather,EV,BS6,0,2,4
2974,REG102975,08-11-2024,2024,Rajasthan,Kota (RJ-20),2W,Moped,KTM,Petrol,BS6,250,2,0
2975,REG102976,24-10-2022,2022,Madhya Pradesh,Jabalpur (MP-20),3W,E-Rickshaw,Mahindra,Diesel,BS6,250,6,2
2976,REG102977,14-05-2022,2022,Maharashtra,Nashik (MH-15),4W,MUV,Maruti Suzuki,Diesel,BS6,2179,5,2
2977,REG102978,18-08-2023,2023,Karnataka,Bangalore Central (KA-01),HCV,Bus,Eicher,Diesel,BS6,3760,32,1
2978,REG102979,23-06-2021,2021,Uttar Pradesh,Varanasi (UP-65),4W,MUV,Honda,Hybrid,BS6,1000,8,3
2979,REG102980,16-12-2022,2022,Maharashtra,Mumbai Central (MH-01),2W,Moped,Royal Enfield,Petrol,BS6,125,2,2
2980,REG102981,21-09-2024,2024,Delhi,Delhi West (DL-08),4W,SUV,Skoda,EV,BS6,0,5,0
2981,REG102982,23-10-2021,2021,Gujarat,Vadodara (GJ-06),4W,Hatchback,Toyota,Diesel,BS6,1462,8,3
2982,REG102983,06-02-2023,2023,Rajasthan,Kota (RJ-20),2W,Moped,Royal Enfield,Petrol,BS6,350,2,1
2983,REG102984,08-03-2021,2021,Kerala,Kollam (KL-02),4W,SUV,MG,Petrol,BS6,1598,5,3
2984,REG102985,03-06-2020,2020,Madhya Pradesh,Indore (MP-09),4W,MUV,Honda,Hybrid,BS6,0,5,4
2985,REG102986,28-07-2021,2021,Madhya Pradesh,Jabalpur (MP-20),4W,Sedan,Renault,EV,BS6,0,5,3
2986,REG102987,12-01-2018,2018,Madhya Pradesh,Jabalpur (MP-20),2W,Moped,Yamaha,Petrol,BS4,110,2,6
2987,REG102988,29-11-2019,2019,Tamil Nadu,Salem (TN-30),4W,MUV,Skoda,Diesel,BS4,1462,5,5
2988,REG102989,01-09-2021,2021,Gujarat,Gandhinagar (GJ-18),LCV,Mini Truck,Force Motors,Diesel,BS6,2523,9,3
2989,REG102990,05-06-2022,2022,Uttar Pradesh,Agra (UP-80),2W,Motorcycle,Bajaj,Hybrid,BS6,160,2,2
2990,REG102991,06-05-2023,2023,Delhi,Delhi South (DL-09),2W,Moped,Ola Electric,Petrol,BS6,0,2,1
2991,REG102992,04-08-2021,2021,Karnataka,Belgaum (KA-22),2W,Motorcycle,Bajaj,Petrol,BS6,110,2,3
2992,REG102993,25-08-2021,2021,West Bengal,Kolkata (WB-01),2W,Motorcycle,Honda,EV,BS6,0,2,3
2993,REG102994,02-10-2024,2024,Uttar Pradesh,Kanpur (UP-78),4W,Sedan,Honda,Petrol,BS6,1598,5,0
2994,REG102995,11-09-2023,2023,Telangana,Khammam (TS-07),LCV,Light Bus,Eicher,Diesel,BS6,3298,15,1
2995,REG102996,01-07-2021,2021,Gujarat,Vadodara (GJ-06),4W,SUV,Renault,EV,BS6,0,8,3
2996,REG102997,13-10-2021,2021,Kerala,Thrissur (KL-08),4W,Hatchback,Mahindra,Diesel,BS6,2179,7,3
2997,REG102998,07-06-2022,2022,Maharashtra,Nagpur (MH-31),LCV,Mini Truck,Force Motors,Diesel,BS6,0,12,2
2998,REG102999,16-04-2020,2020,Delhi,Delhi West (DL-08),2W,Scooter,KTM,Hybrid,BS4,100,2,4
2999,REG103000,18-01-2024,2024,Punjab,Patiala (PB-11),2W,Motorcycle,Hero,EV,BS6,0,2,0
3000,REG103001,15-05-2023,2023,Rajasthan,Udaipur (RJ-27),2W,Moped,TVS,Petrol,BS6,200,2,1
3001,REG103002,12-04-2020,2020,Delhi,Delhi South (DL-09),OTH,Crane,Sonalika,Diesel,BS6,4998,45,4
3002,REG103003,10-02-2022,2022,Uttar Pradesh,Lucknow (UP-32),4W,Hatchback,Maruti Suzuki,Petrol,BS6,1000,5,2
3003,REG103004,03-11-2019,2019,Kerala,Kochi (KL-07),4W,SUV,Honda,Petrol,BS4,0,8,5
3004,REG103005,21-05-2020,2020,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Yamaha,EV,BS6,0,2,4
3005,REG103006,19-09-2022,2022,Uttar Pradesh,Lucknow (UP-32),2W,Scooter,KTM,EV,BS6,0,2,2
3006,REG103007,10-12-2022,2022,Telangana,Karimnagar (TS-01),4W,SUV,MG,Hybrid,BS6,1968,6,2
3007,REG103008,28-10-2021,2021,Kerala,Kollam (KL-02),2W,Scooter,TVS,Petrol,BS6,200,2,3
3008,REG103009,20-12-2020,2020,Maharashtra,Aurangabad (MH-20),4W,Hatchback,Kia,EV,BS6,0,5,4
3009,REG103010,10-06-2024,2024,Kerala,Kochi (KL-07),4W,Sedan,MG,Diesel,BS6,1498,8,0
3010,REG103011,01-07-2019,2019,Madhya Pradesh,Indore (MP-09),4W,MUV,Tata Motors,Petrol,BS4,1000,6,5
3011,REG103012,20-04-2021,2021,Karnataka,Belgaum (KA-22),2W,Motorcycle,Royal Enfield,EV,BS6,0,2,3
3012,REG103013,02-06-2020,2020,Punjab,Chandigarh (CH-01),2W,Moped,Ather,Petrol,BS6,0,2,4
3013,REG103014,11-12-2019,2019,Tamil Nadu,Chennai Central (TN-01),2W,Moped,Royal Enfield,Petrol,BS6,125,2,5
3014,REG103015,15-12-2024,2024,Kerala,Kochi (KL-07),4W,MUV,Mahindra,Diesel,BS6,1968,8,0
3015,REG103016,09-02-2024,2024,Gujarat,Rajkot (GJ-03),3W,Auto Rickshaw,Piaggio,CNG,BS6,225,3,0
3016,REG103017,10-02-2023,2023,Tamil Nadu,Madurai (TN-58),3W,Auto Rickshaw,TVS,Diesel,BS6,250,3,1
3017,REG103018,05-11-2019,2019,Punjab,Patiala (PB-11),4W,SUV,Tata Motors,EV,BS4,0,7,5
3018,REG103019,08-02-2023,2023,Punjab,Patiala (PB-11),2W,Moped,Ather,Petrol,BS6,0,2,1
3019,REG103020,14-11-2022,2022,Telangana,Karimnagar (TS-01),2W,Moped,Honda,Petrol,BS6,125,2,2
3020,REG103021,20-10-2021,2021,Delhi,Delhi South (DL-09),2W,Motorcycle,Ola Electric,Petrol,BS4,0,2,3
3021,REG103022,07-04-2023,2023,Telangana,Hyderabad (TS-09),4W,Sedan,Renault,Petrol,BS6,1498,6,1
3022,REG103023,09-07-2019,2019,Kerala,Kollam (KL-02),OTH,Tractor,John Deere,Diesel,BS4,0,45,5
3023,REG103024,02-02-2024,2024,Kerala,Kochi (KL-07),OTH,Tractor,Escorts,Petrol,BS6,0,32,0
3024,REG103025,15-02-2021,2021,Tamil Nadu,Salem (TN-30),LCV,Pickup Van,Tata Motors,Diesel,BS6,2956,9,3
3025,REG103026,13-06-2024,2024,Karnataka,Hubli (KA-25),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,2956,9,0
3026,REG103027,10-12-2022,2022,Delhi,Delhi Central (DL-01),4W,SUV,Maruti Suzuki,Diesel,BS6,1000,5,2
3027,REG103028,22-08-2023,2023,Punjab,Jalandhar (PB-08),2W,Moped,Royal Enfield,EV,BS6,0,2,1
3028,REG103029,05-04-2019,2019,Kerala,Thrissur (KL-08),2W,Scooter,Yamaha,Petrol,BS4,0,2,5
3029,REG103030,02-08-2021,2021,Punjab,Chandigarh (CH-01),2W,Moped,Ola Electric,Petrol,BS6,0,2,3
3030,REG103031,14-07-2024,2024,Madhya Pradesh,Bhopal (MP-04),HCV,Truck,Tata Motors,Diesel,BS6,6700,52,0
3031,REG103032,09-05-2019,2019,Karnataka,Bangalore Central (KA-01),2W,Moped,Ather,EV,BS4,0,2,5
3032,REG103033,17-12-2024,2024,Kerala,Thiruvananthapuram (KL-01),2W,Motorcycle,Suzuki,EV,BS6,0,2,0
3033,REG103034,13-11-2023,2023,Madhya Pradesh,Jabalpur (MP-20),2W,Moped,Suzuki,Petrol,BS6,0,2,1
3034,REG103035,14-02-2022,2022,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Royal Enfield,EV,BS6,0,2,2
3035,REG103036,10-10-2019,2019,Maharashtra,Nagpur (MH-31),4W,Sedan,Toyota,Diesel,BS4,2179,5,5
3036,REG103037,14-10-2023,2023,Kerala,Kochi (KL-07),2W,Motorcycle,Hero,EV,BS6,0,2,1
3037,REG103038,16-03-2022,2022,Punjab,Jalandhar (PB-08),4W,SUV,Mahindra,CNG,BS6,1598,5,2
3038,REG103039,25-11-2023,2023,Gujarat,Vadodara (GJ-06),2W,Moped,Hero,Petrol,BS6,100,2,1
3039,REG103040,15-01-2018,2018,Kerala,Kochi (KL-07),HCV,Tanker,Tata Motors,Diesel,BS4,4998,2,6
3040,REG103041,21-12-2021,2021,Gujarat,Ahmedabad (GJ-01),2W,Scooter,Royal Enfield,EV,BS6,0,2,3
3041,REG103042,27-10-2023,2023,Rajasthan,Jaipur (RJ-14),4W,Hatchback,Kia,Petrol,BS6,0,7,1
3042,REG103043,18-06-2019,2019,Uttar Pradesh,Varanasi (UP-65),HCV,Trailer,Ashok Leyland,Diesel,BS4,5660,45,5
3043,REG103044,14-07-2024,2024,Tamil Nadu,Coimbatore (TN-37),3W,E-Rickshaw,Atul Auto,EV,BS6,0,6,0
3044,REG103045,02-08-2021,2021,Kerala,Kollam (KL-02),4W,Sedan,Hyundai,Petrol,BS6,1197,6,3
3045,REG103046,04-09-2021,2021,Punjab,Chandigarh (CH-01),LCV,Mini Truck,Mahindra,CNG,BS6,3298,15,3
3046,REG103047,04-03-2018,2018,West Bengal,Kolkata (WB-01),4W,Hatchback,Mahindra,Diesel,BS4,1498,7,6
3047,REG103048,04-03-2022,2022,Kerala,Kochi (KL-07),4W,SUV,Kia,Petrol,BS6,1498,8,2
3048,REG103049,29-10-2019,2019,Punjab,Chandigarh (CH-01),HCV,Bus,Volvo,Diesel,BS4,5660,1,5
3049,REG103050,06-03-2021,2021,Kerala,Thrissur (KL-08),3W,Tempo,Bajaj,EV,BS6,0,6,3
3050,REG103051,31-07-2023,2023,Maharashtra,Aurangabad (MH-20),2W,Moped,Ather,Petrol,BS6,0,2,1
3051,REG103052,01-10-2023,2023,Uttar Pradesh,Kanpur (UP-78),4W,Sedan,Toyota,Hybrid,BS6,1197,6,1
3052,REG103053,10-07-2020,2020,Telangana,Warangal (TS-03),4W,Hatchback,Hyundai,Diesel,BS6,1462,5,4
3053,REG103054,06-09-2021,2021,Uttar Pradesh,Allahabad (UP-70),3W,E-Rickshaw,Atul Auto,Petrol,BS6,0,7,3
3054,REG103055,03-09-2023,2023,West Bengal,Asansol (WB-39),2W,Scooter,Royal Enfield,Petrol,BS6,160,2,1
3055,REG103056,22-11-2019,2019,Kerala,Kozhikode (KL-11),4W,MUV,Toyota,Petrol,BS4,1462,5,5
3056,REG103057,25-12-2023,2023,West Bengal,Durgapur (WB-40),LCV,Light Bus,Ashok Leyland,CNG,BS6,0,12,1
3057,REG103058,27-09-2023,2023,Telangana,Karimnagar (TS-01),HCV,Truck,MAN,Diesel,BS6,6700,2,1
3058,REG103059,12-05-2022,2022,Uttar Pradesh,Varanasi (UP-65),2W,Motorcycle,Honda,EV,BS6,0,2,2
3059,REG103060,25-11-2023,2023,Delhi,Delhi West (DL-08),4W,SUV,Toyota,Petrol,BS4,1968,7,1
3060,REG103061,05-01-2020,2020,Karnataka,Belgaum (KA-22),2W,Moped,Ola Electric,Petrol,BS4,0,2,4
3061,REG103062,09-04-2023,2023,Punjab,Ludhiana (PB-10),2W,Moped,TVS,Petrol,BS6,100,2,1
3062,REG103063,23-05-2020,2020,Karnataka,Hubli (KA-25),4W,Sedan,Tata Motors,Petrol,BS6,0,6,4
3063,REG103064,24-09-2018,2018,Gujarat,Gandhinagar (GJ-18),2W,Scooter,Suzuki,EV,BS4,0,2,6
3064,REG103065,03-06-2023,2023,Uttar Pradesh,Lucknow (UP-32),HCV,Truck,Volvo,Diesel,BS6,0,1,1
3065,REG103066,24-07-2023,2023,Karnataka,Hubli (KA-25),LCV,Pickup Van,Mahindra,Diesel,BS6,0,15,1
3066,REG103067,26-06-2021,2021,West Bengal,Kolkata (WB-01),HCV,Trailer,Volvo,Diesel,BS6,4998,52,3
3067,REG103068,20-11-2024,2024,Tamil Nadu,Salem (TN-30),2W,Scooter,KTM,Petrol,BS6,125,2,0
3068,REG103069,15-11-2024,2024,West Bengal,Howrah (WB-13),2W,Scooter,Bajaj,Petrol,BS6,0,2,0
3069,REG103070,17-11-2021,2021,Karnataka,Bangalore Central (KA-01),4W,Sedan,Renault,Diesel,BS6,1197,7,3
3070,REG103071,03-12-2023,2023,Kerala,Thiruvananthapuram (KL-01),2W,Motorcycle,Yamaha,Petrol,BS6,150,2,1
3071,REG103072,09-10-2021,2021,Telangana,Warangal (TS-03),LCV,Light Bus,Force Motors,Diesel,BS6,2956,9,3
3072,REG103073,25-11-2021,2021,Tamil Nadu,Salem (TN-30),2W,Scooter,Bajaj,EV,BS6,0,2,3
3073,REG103074,04-09-2022,2022,Gujarat,Vadodara (GJ-06),4W,Hatchback,MG,CNG,BS6,1598,5,2
3074,REG103075,11-07-2019,2019,Madhya Pradesh,Ujjain (MP-13),4W,Hatchback,Skoda,Diesel,BS4,1598,5,5
3075,REG103076,26-03-2023,2023,Tamil Nadu,Trichy (TN-45),4W,SUV,Kia,Petrol,BS6,1598,6,1
3076,REG103077,10-12-2020,2020,Madhya Pradesh,Bhopal (MP-04),2W,Scooter,Ola Electric,EV,BS4,0,2,4
3077,REG103078,14-07-2022,2022,Telangana,Nizamabad (TS-05),4W,MUV,Kia,Diesel,BS6,1598,5,2
3078,REG103079,18-04-2023,2023,West Bengal,Kolkata (WB-01),2W,Scooter,Ola Electric,Petrol,BS6,0,2,1
3079,REG103080,30-03-2024,2024,Delhi,Delhi North (DL-04),4W,MUV,Hyundai,Diesel,BS6,1197,5,0
3080,REG103081,03-05-2024,2024,Punjab,Amritsar (PB-02),4W,Hatchback,MG,Diesel,BS6,1498,5,0
3081,REG103082,25-01-2024,2024,Rajasthan,Jodhpur (RJ-19),2W,Scooter,KTM,Petrol,BS6,110,2,0
3082,REG103083,15-05-2023,2023,Karnataka,Hubli (KA-25),4W,MUV,MG,Petrol,BS6,1462,5,1
3083,REG103084,28-08-2021,2021,Madhya Pradesh,Gwalior (MP-07),4W,MUV,Tata Motors,Petrol,BS6,0,7,3
3084,REG103085,06-09-2024,2024,Uttar Pradesh,Agra (UP-80),2W,Scooter,Royal Enfield,EV,BS6,0,2,0
3085,REG103086,19-03-2022,2022,Karnataka,Mangalore (KA-19),4W,SUV,MG,Petrol,BS6,1462,6,2
3086,REG103087,26-10-2023,2023,Telangana,Nizamabad (TS-05),HCV,Trailer,Eicher,Diesel,BS6,5660,45,1
3087,REG103088,26-07-2019,2019,Kerala,Kollam (KL-02),2W,Scooter,Yamaha,EV,BS4,0,2,5
3088,REG103089,02-05-2020,2020,Tamil Nadu,Trichy (TN-45),4W,SUV,Hyundai,Hybrid,BS6,1462,7,4
3089,REG103090,16-08-2021,2021,West Bengal,Kolkata (WB-01),2W,Scooter,Honda,Petrol,BS6,110,2,3
3090,REG103091,13-06-2019,2019,Gujarat,Rajkot (GJ-03),4W,MUV,Mahindra,Petrol,BS4,1598,5,5
3091,REG103092,04-03-2023,2023,Telangana,Warangal (TS-03),3W,E-Rickshaw,TVS,Petrol,BS6,0,3,1
3092,REG103093,14-12-2022,2022,Delhi,Delhi South (DL-09),4W,Hatchback,Maruti Suzuki,Petrol,BS6,800,5,2
3093,REG103094,22-10-2023,2023,Karnataka,Mangalore (KA-19),4W,MUV,MG,CNG,BS6,800,8,1
3094,REG103095,23-07-2021,2021,Telangana,Karimnagar (TS-01),4W,Sedan,Renault,Diesel,BS6,1197,5,3
3095,REG103096,06-08-2023,2023,Kerala,Kozhikode (KL-11),4W,Sedan,Renault,Hybrid,BS6,2179,8,1
3096,REG103097,10-12-2024,2024,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Suzuki,EV,BS6,0,2,0
3097,REG103098,01-10-2022,2022,Kerala,Kollam (KL-02),4W,Hatchback,MG,Petrol,BS6,0,6,2
3098,REG103099,04-01-2023,2023,Gujarat,Ahmedabad (GJ-01),HCV,Bus,Volvo,Diesel,BS6,3760,32,1
3099,REG103100,27-04-2023,2023,Delhi,Delhi Central (DL-01),4W,SUV,Tata Motors,Diesel,BS6,1968,8,1
3100,REG103101,22-12-2022,2022,Madhya Pradesh,Indore (MP-09),2W,Moped,Ola Electric,Petrol,BS6,0,2,2
3101,REG103102,11-12-2018,2018,Telangana,Hyderabad (TS-09),2W,Moped,Hero,CNG,BS4,150,2,6
3102,REG103103,31-03-2023,2023,Rajasthan,Udaipur (RJ-27),LCV,Light Bus,Mahindra,Diesel,BS6,3298,9,1
3103,REG103104,04-02-2024,2024,Madhya Pradesh,Jabalpur (MP-20),2W,Moped,KTM,EV,BS6,0,2,0
3104,REG103105,07-03-2023,2023,Telangana,Khammam (TS-07),2W,Moped,Honda,Petrol,BS6,150,2,1
3105,REG103106,12-02-2024,2024,Tamil Nadu,Chennai Central (TN-01),2W,Moped,TVS,Petrol,BS6,110,2,0
3106,REG103107,12-06-2024,2024,Punjab,Jalandhar (PB-08),4W,Sedan,Toyota,CNG,BS6,2179,7,0
3107,REG103108,24-05-2021,2021,Madhya Pradesh,Gwalior (MP-07),2W,Scooter,Bajaj,Petrol,BS6,160,2,3
3108,REG103109,24-06-2024,2024,Karnataka,Bangalore Central (KA-01),3W,Tempo,Atul Auto,EV,BS6,0,3,0
3109,REG103110,28-11-2018,2018,Uttar Pradesh,Varanasi (UP-65),2W,Motorcycle,Yamaha,Petrol,BS4,400,2,6
3110,REG103111,02-10-2021,2021,Karnataka,Belgaum (KA-22),2W,Moped,Suzuki,EV,BS6,0,2,3
3111,REG103112,14-05-2018,2018,West Bengal,Kolkata (WB-01),2W,Moped,TVS,Petrol,BS4,400,2,6
3112,REG103113,28-03-2019,2019,Delhi,Delhi East (DL-02),2W,Scooter,Hero,Petrol,BS4,400,2,5
3113,REG103114,29-05-2024,2024,Delhi,Delhi North (DL-04),2W,Motorcycle,Ather,EV,BS6,0,2,0
3114,REG103115,25-02-2023,2023,West Bengal,Kolkata (WB-01),4W,Hatchback,Honda,EV,BS6,0,6,1
3115,REG103116,05-09-2022,2022,West Bengal,Siliguri (WB-73),2W,Moped,Yamaha,Petrol,BS6,110,2,2
3116,REG103117,26-09-2018,2018,Madhya Pradesh,Jabalpur (MP-20),2W,Motorcycle,KTM,Petrol,BS4,400,2,6
3117,REG103118,24-04-2021,2021,Uttar Pradesh,Allahabad (UP-70),2W,Scooter,Honda,EV,BS6,0,2,3
3118,REG103119,27-08-2020,2020,Delhi,Delhi East (DL-02),2W,Scooter,Yamaha,Petrol,BS6,160,2,4
3119,REG103120,29-04-2023,2023,Karnataka,Belgaum (KA-22),4W,MUV,Maruti Suzuki,Diesel,BS6,800,8,1
3120,REG103121,08-03-2018,2018,Gujarat,Gandhinagar (GJ-18),2W,Moped,KTM,EV,BS4,0,2,6
3121,REG103122,11-07-2022,2022,Madhya Pradesh,Bhopal (MP-04),4W,MUV,Maruti Suzuki,Petrol,BS6,0,5,2
3122,REG103123,25-08-2022,2022,Delhi,Delhi North (DL-04),OTH,Tractor,Escorts,Diesel,BS6,5660,2,2
3123,REG103124,12-03-2023,2023,Karnataka,Hubli (KA-25),HCV,Truck,Eicher,Diesel,BS6,5660,2,1
3124,REG103125,13-01-2023,2023,Uttar Pradesh,Lucknow (UP-32),2W,Motorcycle,Suzuki,EV,BS6,0,2,1
3125,REG103126,28-04-2020,2020,Kerala,Kollam (KL-02),3W,E-Rickshaw,Atul Auto,CNG,BS6,225,6,4
3126,REG103127,12-02-2023,2023,Telangana,Warangal (TS-03),4W,SUV,Mahindra,EV,BS6,0,8,1
3127,REG103128,13-07-2021,2021,Rajasthan,Udaipur (RJ-27),2W,Scooter,Honda,EV,BS6,0,2,3
3128,REG103129,15-02-2018,2018,Delhi,Delhi West (DL-08),2W,Motorcycle,Honda,Petrol,BS3,125,2,6
3129,REG103130,26-10-2022,2022,Telangana,Warangal (TS-03),2W,Moped,Yamaha,Petrol,BS6,350,2,2
3130,REG103131,21-02-2024,2024,Punjab,Patiala (PB-11),2W,Motorcycle,Yamaha,Hybrid,BS6,350,2,0
3131,REG103132,14-09-2018,2018,West Bengal,Kolkata (WB-01),LCV,Light Bus,Tata Motors,Diesel,BS4,0,9,6
3132,REG103133,10-05-2021,2021,Punjab,Amritsar (PB-02),2W,Scooter,Suzuki,Petrol,BS6,400,2,3
3133,REG103134,01-03-2021,2021,Delhi,Delhi South (DL-09),4W,Sedan,Mahindra,Diesel,BS6,0,8,3
3134,REG103135,25-04-2018,2018,Uttar Pradesh,Varanasi (UP-65),3W,Tempo,Mahindra,CNG,BS4,250,6,6
3135,REG103136,02-05-2023,2023,Madhya Pradesh,Ujjain (MP-13),4W,MUV,Mahindra,Petrol,BS6,800,6,1
3136,REG103137,15-05-2024,2024,Delhi,Delhi East (DL-02),2W,Scooter,KTM,Petrol,BS6,200,2,0
3137,REG103138,13-08-2022,2022,Karnataka,Bangalore Central (KA-01),2W,Scooter,Ather,Petrol,BS6,0,2,2
3138,REG103139,24-03-2024,2024,Karnataka,Belgaum (KA-22),2W,Scooter,Suzuki,Petrol,BS6,350,2,0
3139,REG103140,30-07-2024,2024,Maharashtra,Nashik (MH-15),4W,SUV,Skoda,EV,BS6,0,5,0
3140,REG103141,05-07-2021,2021,Karnataka,Bangalore Central (KA-01),3W,Tempo,Mahindra,Diesel,BS6,250,7,3
3141,REG103142,19-03-2022,2022,Kerala,Kozhikode (KL-11),2W,Scooter,TVS,EV,BS6,0,2,2
3142,REG103143,13-01-2024,2024,Uttar Pradesh,Allahabad (UP-70),2W,Moped,Yamaha,Petrol,BS6,150,2,0
3143,REG103144,01-08-2024,2024,Punjab,Chandigarh (CH-01),4W,SUV,Honda,Diesel,BS6,800,8,0
3144,REG103145,28-07-2020,2020,Uttar Pradesh,Allahabad (UP-70),4W,Sedan,Honda,Petrol,BS6,0,8,4
3145,REG103146,28-08-2022,2022,Maharashtra,Aurangabad (MH-20),4W,MUV,MG,Diesel,BS6,800,6,2
3146,REG103147,28-10-2020,2020,Punjab,Patiala (PB-11),LCV,Pickup Van,Mahindra,Diesel,BS6,2956,15,4
3147,REG103148,05-03-2023,2023,West Bengal,Kolkata (WB-01),4W,Hatchback,Maruti Suzuki,Diesel,BS6,1197,8,1
3148,REG103149,26-03-2024,2024,Tamil Nadu,Coimbatore (TN-37),4W,Hatchback,Honda,Diesel,BS6,1498,6,0
3149,REG103150,27-04-2020,2020,Tamil Nadu,Coimbatore (TN-37),2W,Motorcycle,Hero,Petrol,BS6,160,2,4
3150,REG103151,29-12-2022,2022,Gujarat,Rajkot (GJ-03),2W,Scooter,Hero,Petrol,BS6,150,2,2
3151,REG103152,20-07-2021,2021,Madhya Pradesh,Bhopal (MP-04),2W,Scooter,TVS,Petrol,BS6,200,2,3
3152,REG103153,25-01-2020,2020,Tamil Nadu,Trichy (TN-45),2W,Motorcycle,Ather,Petrol,BS4,0,2,4
3153,REG103154,24-06-2022,2022,Uttar Pradesh,Agra (UP-80),2W,Moped,Yamaha,Petrol,BS4,150,2,2
3154,REG103155,15-03-2021,2021,Karnataka,Bangalore Central (KA-01),HCV,Truck,Volvo,Diesel,BS6,0,1,3
3155,REG103156,03-09-2021,2021,Rajasthan,Jodhpur (RJ-19),OTH,Crane,John Deere,Diesel,BS6,0,45,3
3156,REG103157,22-01-2018,2018,Telangana,Khammam (TS-07),4W,MUV,Renault,Diesel,BS4,1462,6,6
3157,REG103158,14-11-2024,2024,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,KTM,Petrol,BS6,200,2,0
3158,REG103159,04-10-2022,2022,Telangana,Karimnagar (TS-01),HCV,Bus,Eicher,EV,BS6,0,52,2
3159,REG103160,09-02-2023,2023,Telangana,Karimnagar (TS-01),2W,Moped,KTM,Petrol,BS6,160,2,1
3160,REG103161,08-12-2023,2023,Tamil Nadu,Madurai (TN-58),4W,MUV,Tata Motors,CNG,BS6,1968,7,1
3161,REG103162,16-09-2020,2020,Gujarat,Ahmedabad (GJ-01),2W,Motorcycle,Bajaj,Hybrid,BS6,100,2,4
3162,REG103163,23-06-2022,2022,West Bengal,Kolkata (WB-01),2W,Motorcycle,Hero,Petrol,BS6,110,2,2
3163,REG103164,04-07-2023,2023,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,Hero,Petrol,BS6,160,2,1
